id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
7428863a8f,"['whisk', 'knead', 'roll', 'cut', 'bake', 'brush']","['chop', 'measure', 'whisk', 'mix', 'combine', 'beat', 'knead', 'roll', 'cut']","['brush', 'knead', 'roll', 'cut', 'whisk', 'bake']","['whisk', 'knead', 'roll', 'cut', 'bake', 'brush']","['chop', 'measure', 'whisk', 'mix', 'combine', 'beat', 'knead', 'roll', 'cut']","['brush', 'knead', 'roll', 'cut', 'whisk', 'bake']",6,9,6,Cranberry Apple Scones,bakery,12,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
742a5bfe85,"['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'mince', 'seed', 'juice', 'measure', 'pour', 'mix', 'taste']","['heat', 'season', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'mince', 'seed', 'juice', 'measure', 'pour', 'mix', 'taste']","['heat', 'season', 'chop', 'mix', 'serve']",5,8,5,Mint Salsa,other,2,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
7428a559d9,"['chop', 'mix', 'sprinkle', 'serve']","['chop', 'crush', 'measure', 'pour', 'mix', 'sprinkle']","['sprinkle', 'mix', 'chop', 'serve']","['chop', 'mix', 'sprinkle', 'serve']","['chop', 'crush', 'measure', 'pour', 'mix', 'sprinkle']","['sprinkle', 'mix', 'chop', 'serve']",4,6,4,Apple Cinnamon Crunch Dessert,other,2,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
740e44f5bb,"['chop', 'heat', 'brown', 'mix', 'pour', 'cook', 'season', 'serve']","['chop', 'measure', 'peel', 'dice', 'slice', 'heat', 'brown', 'mix', 'pour', 'cook', 'season', 'garnish', 'serve']","['brown', 'chop', 'heat', 'mix', 'season', 'pour', 'cook', 'serve']","['chop', 'heat', 'brown', 'mix', 'pour', 'cook', 'season', 'serve']","['chop', 'measure', 'peel', 'dice', 'slice', 'heat', 'brown', 'mix', 'pour', 'cook', 'season', 'garnish', 'serve']","['brown', 'chop', 'heat', 'mix', 'season', 'pour', 'cook', 'serve']",8,13,8,Beef Stew,stew,10,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
7429878a4b,"['chop', 'boil', 'drain', 'shake', 'coat', 'broil', 'pour', 'serve']","['chop', 'measure', 'mix', 'combine', 'stir', 'pour', 'shake', 'coat', 'broil', 'toss', 'serve']","['broil', 'chop', 'shake', 'coat', 'pour', 'drain', 'boil', 'serve']","['chop', 'boil', 'drain', 'shake', 'coat', 'broil', 'pour', 'serve']","['chop', 'measure', 'mix', 'combine', 'stir', 'pour', 'shake', 'coat', 'broil', 'toss', 'serve']","['broil', 'chop', 'shake', 'coat', 'pour', 'drain', 'boil', 'serve']",8,11,8,Healthier Boiled and Broiled Buffalo Chicken Wings,other,27,19,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
741a7c33d4,"['chop', 'mix', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir']","['mix', 'chop', 'serve']","['chop', 'mix', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir']","['mix', 'chop', 'serve']",3,5,3,Burger Spread,other,1,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,23
740fcc8961,"['chop', 'mix', 'heat', 'stir', 'pour', 'serve']","['chop', 'peel', 'core', 'measure', 'mix', 'heat', 'stir', 'pour', 'refrigerate', 'serve']","['heat', 'chop', 'mix', 'pour', 'stir', 'serve']","['chop', 'mix', 'heat', 'stir', 'pour', 'serve']","['chop', 'peel', 'core', 'measure', 'mix', 'heat', 'stir', 'pour', 'refrigerate', 'serve']","['heat', 'chop', 'mix', 'pour', 'stir', 'serve']",6,10,6,Cranberry Chutney,other,4,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
740e6460e3,"['beat', 'crush', 'coat', 'smooth', 'chill', 'serve']","['open', 'pour', 'measure', 'beat', 'crush', 'mix', 'coat', 'smooth', 'chill']","['crush', 'beat', 'smooth', 'coat', 'chill', 'serve']","['beat', 'crush', 'coat', 'smooth', 'chill', 'serve']","['open', 'pour', 'measure', 'beat', 'crush', 'mix', 'coat', 'smooth', 'chill']","['crush', 'beat', 'smooth', 'coat', 'chill', 'serve']",6,9,6,Doce Da Avo (Grandma's Pudding),other,11,4,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
7439c0a951,"['chop', 'heat', 'mix', 'bake', 'serve']","['chop', 'measure', 'pour', 'steam', 'pulse', 'mix', 'sprinkle']","['heat', 'chop', 'mix', 'bake', 'serve']","['chop', 'heat', 'mix', 'bake', 'serve']","['chop', 'measure', 'pour', 'steam', 'pulse', 'mix', 'sprinkle']","['heat', 'chop', 'mix', 'bake', 'serve']",5,7,5,Super-Stuffed Baked Potatoes,stew,17,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
742b52a8de,"['flatten', 'mix', 'bake', 'brown', 'roll']","['chop', 'measure', 'sprinkle', 'mix', 'form', 'bake', 'brown', 'pour']","['bake', 'flatten', 'mix', 'brown', 'roll']","['flatten', 'mix', 'bake', 'brown', 'roll']","['chop', 'measure', 'sprinkle', 'mix', 'form', 'bake', 'brown', 'pour']","['bake', 'flatten', 'mix', 'brown', 'roll']",5,8,5,The Best Ever Donairs,other,11,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
74313535d6,"['whisk', 'dredge', 'fry', 'drain', 'serve']","['measure', 'whisk', 'dredge', 'pour', 'mix', 'fry', 'drain']","['dredge', 'whisk', 'fry', 'drain', 'serve']","['whisk', 'dredge', 'fry', 'drain', 'serve']","['measure', 'whisk', 'dredge', 'pour', 'mix', 'fry', 'drain']","['dredge', 'whisk', 'fry', 'drain', 'serve']",5,7,5,Chicken Fried Lamb Chops with Creamy Gravy,other,14,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,2
7431d1483c,"['chop', 'mix', 'chill', 'toss', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'toss', 'arrange']","['toss', 'chill', 'mix', 'chop', 'serve']","['chop', 'mix', 'chill', 'toss', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'toss', 'arrange']","['toss', 'chill', 'mix', 'chop', 'serve']",5,7,5,Avocado Corn Salad,quick_prep,3,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
7440eab2a4,"['chop', 'heat', 'mix', 'cook', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'grind', 'toast', 'whip', 'garnish']","['heat', 'chop', 'cook', 'mix', 'season', 'serve']","['chop', 'heat', 'mix', 'cook', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'grind', 'toast', 'whip', 'garnish']","['heat', 'chop', 'cook', 'mix', 'season', 'serve']",6,8,6,Spicy Squash Soup,stew,11,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
7437a1085c,"['chop', 'mix', 'pour', 'chill', 'serve']","['dice', 'chop', 'peel', 'pit', 'measure', 'pour', 'mix', 'stir', 'combine']","['mix', 'chop', 'pour', 'chill', 'serve']","['chop', 'mix', 'pour', 'chill', 'serve']","['dice', 'chop', 'peel', 'pit', 'measure', 'pour', 'mix', 'stir', 'combine']","['mix', 'chop', 'pour', 'chill', 'serve']",5,9,5,Stone Cold Tuna w/ THC Olive Oil,other,6,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
743e72b75f,"['mix', 'heat', 'stir', 'serve']","['sift', 'measure', 'pour', 'mix', 'heat', 'stir']","['heat', 'stir', 'mix', 'serve']","['mix', 'heat', 'stir', 'serve']","['sift', 'measure', 'pour', 'mix', 'heat', 'stir']","['heat', 'stir', 'mix', 'serve']",4,6,4,Camper's Cocoa Recipe,other,4,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
7436b164c3,"['boil', 'simmer', 'combine', 'spoon', 'wrap', 'serve']","['measure', 'drain', 'rinse', 'shred', 'pour', 'combine', 'mix', 'spoon', 'wrap', 'serve']","['boil', 'combine', 'simmer', 'spoon', 'wrap', 'serve']","['boil', 'simmer', 'combine', 'spoon', 'wrap', 'serve']","['measure', 'drain', 'rinse', 'shred', 'pour', 'combine', 'mix', 'spoon', 'wrap', 'serve']","['boil', 'combine', 'simmer', 'spoon', 'wrap', 'serve']",6,10,6,Rice and Beans Wraps,quick_prep,17,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
74406094ec,"['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'measure', 'pour', 'dice', 'mince', 'saute', 'simmer']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'measure', 'pour', 'dice', 'mince', 'saute', 'simmer']","['heat', 'chop', 'mix', 'cook', 'serve']",5,7,5,Pizza Soup,stew,45,12,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
74467e3fd3,"['chop', 'grill', 'dice', 'mix', 'toss', 'season', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'mix', 'toss', 'season', 'drizzle']","['dice', 'chop', 'grill', 'toss', 'mix', 'season', 'serve']","['chop', 'grill', 'dice', 'mix', 'toss', 'season', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'mix', 'toss', 'season', 'drizzle']","['dice', 'chop', 'grill', 'toss', 'mix', 'season', 'serve']",7,9,7,Summer Ratatouille Pasta,other,9,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
742158ae40,"['chop', 'mix', 'heat', 'season', 'serve']","['dice', 'chop', 'mince', 'juice', 'measure', 'pour', 'mix', 'heat', 'season', 'garnish']","['heat', 'season', 'mix', 'chop', 'serve']","['chop', 'mix', 'heat', 'season', 'serve']","['dice', 'chop', 'mince', 'juice', 'measure', 'pour', 'mix', 'heat', 'season', 'garnish']","['heat', 'season', 'mix', 'chop', 'serve']",5,10,5,Salsa With Green Chilies,stew,1,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
7440abd042,"['chop', 'mix', 'toss', 'season', 'serve']","['chop', 'trim', 'julienne', 'shred', 'measure', 'pour', 'mix', 'toss', 'season']","['toss', 'season', 'chop', 'mix', 'serve']","['chop', 'mix', 'toss', 'season', 'serve']","['chop', 'trim', 'julienne', 'shred', 'measure', 'pour', 'mix', 'toss', 'season']","['toss', 'season', 'chop', 'mix', 'serve']",5,9,5,Baby Artichoke Salad Recipe,quick_prep,2,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
742d69aa29,"['chop', 'mix', 'heat', 'serve']","['dice', 'chop', 'measure', 'pour', 'mix', 'stir']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['dice', 'chop', 'measure', 'pour', 'mix', 'stir']","['heat', 'chop', 'mix', 'serve']",4,6,4,Pineapple-Jalapeno Salsa,other,1,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
7432ac0c67,"['chop', 'mix', 'stand', 'serve']","['chop', 'peel', 'mince', 'crush', 'mix', 'pour', 'stand']","['stand', 'mix', 'chop', 'serve']","['chop', 'mix', 'stand', 'serve']","['chop', 'peel', 'mince', 'crush', 'mix', 'pour', 'stand']","['stand', 'mix', 'chop', 'serve']",4,7,4,Green Mango-Carrot Chutney With Ginger and Coriander,other,4,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
744c8b0446,"['sprinkle', 'stir', 'mix', 'scrape', 'cover', 'let']","['measure', 'sprinkle', 'stir', 'mix', 'scrape', 'cover', 'let', 'add', 'oil']","['let', 'cover', 'scrape', 'mix', 'stir', 'sprinkle']","['sprinkle', 'stir', 'mix', 'scrape', 'cover', 'let']","['measure', 'sprinkle', 'stir', 'mix', 'scrape', 'cover', 'let', 'add', 'oil']","['let', 'cover', 'scrape', 'mix', 'stir', 'sprinkle']",6,9,6,Biga,other,18,4,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
744cde9e1c,"['trim', 'rub', 'coat', 'brown', 'add', 'stir', 'heat', 'serve']","['chop', 'measure', 'mix', 'shake', 'pour', 'brown', 'add', 'stir', 'heat', 'serve']","['brown', 'coat', 'rub', 'trim', 'add', 'heat', 'stir', 'serve']","['trim', 'rub', 'coat', 'brown', 'add', 'stir', 'heat', 'serve']","['chop', 'measure', 'mix', 'shake', 'pour', 'brown', 'add', 'stir', 'heat', 'serve']","['brown', 'coat', 'rub', 'trim', 'add', 'heat', 'stir', 'serve']",8,10,8,Beef Stroganoff Recipe,other,15,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
7456b622c9,"['chop', 'mix', 'serve']","['chop', 'crush', 'measure', 'pour', 'stir']","['mix', 'chop', 'serve']","['chop', 'mix', 'serve']","['chop', 'crush', 'measure', 'pour', 'stir']","['mix', 'chop', 'serve']",3,5,3,Kachumbar (Relish),other,1,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,23
744f8fcff2,"['chop', 'marinate', 'heat', 'stir', 'sprinkle', 'serve']","['chop', 'peel', 'remove', 'measure', 'mix', 'heat', 'stir', 'season', 'sprinkle', 'serve']","['marinate', 'chop', 'stir', 'heat', 'sprinkle', 'serve']","['chop', 'marinate', 'heat', 'stir', 'sprinkle', 'serve']","['chop', 'peel', 'remove', 'measure', 'mix', 'heat', 'stir', 'season', 'sprinkle', 'serve']","['marinate', 'chop', 'stir', 'heat', 'sprinkle', 'serve']",6,10,6,Shredded Beef Country Style Recipe,other,13,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
744e7a5e87,"['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'serve']","['heat', 'mix', 'serve']","['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'serve']","['heat', 'mix', 'serve']",3,6,3,Blueberry Streusel Muffins,bakery,16,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
745973f297,"['chop', 'blanch', 'drain', 'puree', 'blend', 'fill', 'drizzle', 'sprinkle', 'season']","['chop', 'measure', 'stem', 'string', 'grate', 'pour', 'blend', 'drizzle', 'sprinkle', 'season']","['chop', 'puree', 'blanch', 'drain', 'blend', 'fill', 'sprinkle', 'drizzle', 'season']","['chop', 'blanch', 'drain', 'puree', 'blend', 'fill', 'drizzle', 'sprinkle', 'season']","['chop', 'measure', 'stem', 'string', 'grate', 'pour', 'blend', 'drizzle', 'sprinkle', 'season']","['chop', 'puree', 'blanch', 'drain', 'blend', 'fill', 'sprinkle', 'drizzle', 'season']",9,10,9,Endive & Snap Pea Salad with Parmesan Dressing,quick_prep,11,15,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,10
744edcd192,"['stir', 'pour', 'serve']","['squeeze', 'measure', 'pour', 'stir']","['pour', 'stir', 'serve']","['stir', 'pour', 'serve']","['squeeze', 'measure', 'pour', 'stir']","['pour', 'stir', 'serve']",3,4,3,Skinnygirl Sour Cream - Bethenny Frankel,other,3,2,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
742172b3e4,"['chop', 'heat', 'stir', 'cook', 'ladle', 'serve']","['chop', 'slice', 'dice', 'mince', 'measure', 'pour', 'stir', 'cook', 'season', 'garnish']","['heat', 'chop', 'stir', 'cook', 'ladle', 'serve']","['chop', 'heat', 'stir', 'cook', 'ladle', 'serve']","['chop', 'slice', 'dice', 'mince', 'measure', 'pour', 'stir', 'cook', 'season', 'garnish']","['heat', 'chop', 'stir', 'cook', 'ladle', 'serve']",6,10,6,Wild Mushroom Soup,stew,17,16,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
745bee3063,"['chop', 'mince', 'mix', 'whirl', 'serve']","['chop', 'mince', 'measure', 'pour', 'squeeze', 'mix', 'whirl', 'stir']","['mince', 'whirl', 'mix', 'chop', 'serve']","['chop', 'mince', 'mix', 'whirl', 'serve']","['chop', 'mince', 'measure', 'pour', 'squeeze', 'mix', 'whirl', 'stir']","['mince', 'whirl', 'mix', 'chop', 'serve']",5,8,5,Green Goddess Dressing,quick_prep,1,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
744f337240,"['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'heat', 'stir', 'season']","['heat', 'chop', 'mix', 'stir', 'serve']","['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'heat', 'stir', 'season']","['heat', 'chop', 'mix', 'stir', 'serve']",5,8,5,Diced Chicken With Green Peppers Recipe,other,14,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
746698fea6,"['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'measure', 'pour', 'mince', 'slice', 'mix', 'cook']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'measure', 'pour', 'mince', 'slice', 'mix', 'cook']","['heat', 'chop', 'mix', 'cook', 'serve']",5,7,5,Laab Gai (Thai Chicken Salad),quick_prep,15,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
7469211a96,"['chop', 'mix', 'heat', 'serve']","['chop', 'slice', 'mince', 'measure', 'pour', 'mix', 'heat']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['chop', 'slice', 'mince', 'measure', 'pour', 'mix', 'heat']","['heat', 'chop', 'mix', 'serve']",4,7,4,Spaghetti Sauce a La Brussels,other,3,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
746c8a4166,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']",5,7,5,Sauerkraut and Ribs,other,6,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
7462cb1c2b,"['grease', 'sift', 'rub', 'mash', 'beat', 'bake', 'cool', 'serve']","['chop', 'measure', 'sift', 'rub', 'mash', 'beat', 'pour', 'mix', 'bake', 'cool']","['sift', 'grease', 'rub', 'mash', 'beat', 'bake', 'cool', 'serve']","['grease', 'sift', 'rub', 'mash', 'beat', 'bake', 'cool', 'serve']","['chop', 'measure', 'sift', 'rub', 'mash', 'beat', 'pour', 'mix', 'bake', 'cool']","['sift', 'grease', 'rub', 'mash', 'beat', 'bake', 'cool', 'serve']",8,10,8,Banana Bread,bakery,7,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
746f57e3e9,"['spread', 'mix', 'chop', 'layer', 'squeeze', 'serve']","['chop', 'slice', 'mince', 'sprinkle', 'mix', 'measure', 'pour', 'layer', 'squeeze']","['mix', 'chop', 'spread', 'layer', 'squeeze', 'serve']","['spread', 'mix', 'chop', 'layer', 'squeeze', 'serve']","['chop', 'slice', 'mince', 'sprinkle', 'mix', 'measure', 'pour', 'layer', 'squeeze']","['mix', 'chop', 'spread', 'layer', 'squeeze', 'serve']",6,9,6,7-Layer Dip,quick_prep,8,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
746dbb56c2,"['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'stir', 'heat']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'stir', 'heat']","['heat', 'chop', 'mix', 'serve']",4,7,4,Jalapeno Corn Dip,quick_prep,1,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
745ab1d180,"['chop', 'heat', 'stir', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'cook', 'season', 'serve']","['heat', 'chop', 'cook', 'stir', 'serve']","['chop', 'heat', 'stir', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'cook', 'season', 'serve']","['heat', 'chop', 'cook', 'stir', 'serve']",5,8,5,Stir-Fried Asparagus With Shiitakes,other,6,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
745a8af08e,"['melt', 'mix', 'pour', 'bake', 'serve']","['measure', 'crack', 'whisk', 'melt', 'mix', 'pour', 'sprinkle', 'bake']","['melt', 'pour', 'mix', 'bake', 'serve']","['melt', 'mix', 'pour', 'bake', 'serve']","['measure', 'crack', 'whisk', 'melt', 'mix', 'pour', 'sprinkle', 'bake']","['melt', 'pour', 'mix', 'bake', 'serve']",5,8,5,Edna's Cornbread Courtesy of Faith Hill,bakery,7,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
7468ab96a7,"['chop', 'mix', 'wrap', 'grill', 'serve']","['chop', 'mince', 'crush', 'grate', 'toast', 'mix', 'wrap', 'grill', 'drizzle', 'serve']","['wrap', 'chop', 'grill', 'mix', 'serve']","['chop', 'mix', 'wrap', 'grill', 'serve']","['chop', 'mince', 'crush', 'grate', 'toast', 'mix', 'wrap', 'grill', 'drizzle', 'serve']","['wrap', 'chop', 'grill', 'mix', 'serve']",5,10,5,Salsicce di Agnello alla Brace,other,9,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
7456047d57,"['chop', 'mix', 'stir', 'cover', 'refrigerate', 'garnish', 'serve']","['chop', 'slice', 'dice', 'measure', 'pour', 'mix', 'toss', 'stir', 'cover', 'refrigerate', 'garnish']","['refrigerate', 'stir', 'cover', 'mix', 'chop', 'garnish', 'serve']","['chop', 'mix', 'stir', 'cover', 'refrigerate', 'garnish', 'serve']","['chop', 'slice', 'dice', 'measure', 'pour', 'mix', 'toss', 'stir', 'cover', 'refrigerate', 'garnish']","['refrigerate', 'stir', 'cover', 'mix', 'chop', 'garnish', 'serve']",7,11,7,Brandied Summer Fruit Recipe,other,4,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
74712dd1b2,"['chop', 'mix', 'blend', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'blend']","['blend', 'mix', 'chop', 'serve']","['chop', 'mix', 'blend', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'blend']","['blend', 'mix', 'chop', 'serve']",4,7,4,Guacamummus or Hummamole (Avocado Hummus),other,3,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
7472d45fde,"['beat', 'melt', 'cook', 'mix', 'bake', 'serve']","['measure', 'pour', 'beat', 'melt', 'mix', 'sift', 'combine', 'bake', 'serve']","['melt', 'beat', 'mix', 'cook', 'bake', 'serve']","['beat', 'melt', 'cook', 'mix', 'bake', 'serve']","['measure', 'pour', 'beat', 'melt', 'mix', 'sift', 'combine', 'bake', 'serve']","['melt', 'beat', 'mix', 'cook', 'bake', 'serve']",6,9,6,Thai Coconut Milk Cookies,bakery,9,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
746d7d34fd,"['chop', 'mix', 'form', 'bake', 'serve']","['chop', 'measure', 'drain', 'grate', 'mix', 'combine', 'form', 'bake', 'season']","['form', 'chop', 'mix', 'bake', 'serve']","['chop', 'mix', 'form', 'bake', 'serve']","['chop', 'measure', 'drain', 'grate', 'mix', 'combine', 'form', 'bake', 'season']","['form', 'chop', 'mix', 'bake', 'serve']",5,9,5,Herbed Spinach Balls Recipe,other,4,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
746f68293c,"['chop', 'cook', 'mix', 'chill', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'mix', 'combine']","['cook', 'chop', 'mix', 'chill', 'serve']","['chop', 'cook', 'mix', 'chill', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'mix', 'combine']","['cook', 'chop', 'mix', 'chill', 'serve']",5,7,5,Beet Macaroni Salad Recipe,quick_prep,2,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
746ef75a52,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'heat', 'cook', 'drain']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'heat', 'cook', 'drain']","['heat', 'chop', 'mix', 'cook', 'serve']",5,8,5,Spicy Sausage and Apple Pancakes,bakery,17,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
74708d6307,"['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'stir']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'stir']","['heat', 'chop', 'mix', 'serve']",4,6,4,Southwestern Marinade,other,1,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
748678a46c,"['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'blend', 'stir']","['blend', 'pour', 'chop', 'mix', 'serve']","['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'blend', 'stir']","['blend', 'pour', 'chop', 'mix', 'serve']",5,7,5,Cucumber Cooler,other,2,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
748064438a,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'dice', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'bake', 'top']","['heat', 'chop', 'mix', 'bake', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'dice', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'bake', 'top']","['heat', 'chop', 'mix', 'bake', 'serve']",5,9,5,Biscuit Spamble Bake Recipe,bakery,1,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
747dce5080,"['chop', 'mix', 'pour', 'sprinkle', 'serve']","['chop', 'rinse', 'peel', 'cut', 'crumble', 'measure', 'pour', 'sprinkle']","['pour', 'chop', 'sprinkle', 'mix', 'serve']","['chop', 'mix', 'pour', 'sprinkle', 'serve']","['chop', 'rinse', 'peel', 'cut', 'crumble', 'measure', 'pour', 'sprinkle']","['pour', 'chop', 'sprinkle', 'mix', 'serve']",5,8,5,Greek Salad,quick_prep,2,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
7481109766,"['chop', 'mix', 'brush', 'grill', 'turn', 'spread', 'serve']","['chop', 'measure', 'pour', 'stir', 'brush', 'spray', 'grill', 'turn', 'spread', 'season']","['mix', 'chop', 'brush', 'grill', 'turn', 'spread', 'serve']","['chop', 'mix', 'brush', 'grill', 'turn', 'spread', 'serve']","['chop', 'measure', 'pour', 'stir', 'brush', 'spray', 'grill', 'turn', 'spread', 'season']","['mix', 'chop', 'brush', 'grill', 'turn', 'spread', 'serve']",7,10,7,Halibut with Cilantro Pesto,other,28,10,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
