id,type_2_tous,nb_type2
83b1d37f42,['variante_ingredients'],1
83b2c88c26,['variante_principale'],1
83b361d9df,['variante_ingredients'],1
83b4e2e105,['variante_permutation'],1
83b54c13c3,['variante_ingredients'],1
83b5a0177f,['variante_ingredients'],1
83b83550c7,['variante_ingredients'],1
83b9e3aa3f,['variante_principale'],1
83bb83a90a,['variante_ingredients'],1
83bfe62345,['variante_ingredients'],1
83c0ff22ab,['variante_ingredients'],1
83c162fa74,['variante_ingredients'],1
83c32ef6c9,['variante_ingredients'],1
83c46e1f5c,['variante_ingredients'],1
83c7d23987,['variante_ingredients'],1
83c905ba13,['variante_ingredients'],1
83cad5b494,['variante_ingredients'],1
83cb1888d3,['variante_ingredients'],1
83cffcc45e,['variante_ingredients'],1
83de4f2a00,['variante_ingredients'],1
83e040d7e2,['variante_ingredients'],1
83e1b46200,['variante_principale'],1
83e31a8aac,['variante_ingredients'],1
83e74e8038,['variante_ingredients'],1
83e756f8cc,['variante_ingredients'],1
83ea413526,['variante_permutation'],1
83ebcea116,['variante_principale'],1
83ebe1e20f,['variante_ingredients'],1
83eee63674,['variante_permutation'],1
83f693b671,['variante_ingredients'],1
83f7de22bf,['variante_ingredients'],1
83f914fc58,['variante_ingredients'],1
83ffff9201,['variante_ingredients'],1
84058becb7,['variante_ingredients'],1
84080c8cd5,['variante_ingredients'],1
840e4e7434,['variante_ingredients'],1
840efc752e,['variante_ingredients'],1
84108ba69b,['variante_principale'],1
84118c2681,['variante_ingredients'],1
84126fa42b,['variante_ingredients'],1
8414ad6fdb,['variante_ingredients'],1
8414d20e93,['variante_ingredients'],1
8417069f52,['variante_ingredients'],1
84176b330d,['variante_ingredients'],1
8419cee269,['variante_ingredients'],1
8419e90491,['variante_ingredients'],1
841f5533bf,['variante_principale'],1
8422164e83,['variante_ingredients'],1
8424c9f26d,['variante_principale'],1
8426b4254a,['variante_ingredients'],1
8427125c30,"['variante_ingredients', 'variante_permutation']",2
8427edb8a1,['variante_principale'],1
842b65acf7,['variante_principale'],1
842d32888e,['variante_ingredients'],1
842ddb25e6,['variante_principale'],1
842e7a9d86,['variante_ingredients'],1
842fba2fc4,['variante_ingredients'],1
8430ee53e5,['variante_permutation'],1
84331860be,['variante_ingredients'],1
843334de64,['variante_ingredients'],1
8433b25cd4,['variante_permutation'],1
8434f2839a,['variante_permutation'],1
84374a773a,['variante_principale'],1
8438bbd194,['variante_ingredients'],1
843c6b945c,['variante_ingredients'],1
843d65285e,['variante_ingredients'],1
843d68993c,['variante_ingredients'],1
843ee75dc1,['variante_ingredients'],1
843fbb22c3,['variante_ingredients'],1
844277cb19,['variante_ingredients'],1
8442de2088,['variante_ingredients'],1
8443e315bb,['variante_principale'],1
8448b1b51d,['variante_ingredients'],1
8448c7aaef,['variante_ingredients'],1
84492c83fb,['variante_ingredients'],1
844b3985b0,['variante_principale'],1
844b94ce82,['variante_ingredients'],1
844bd5b6ba,['variante_permutation'],1
844ca3f550,['variante_ingredients'],1
8450c30e08,['variante_ingredients'],1
84529ab140,['variante_ingredients'],1
845a475fd5,['variante_ingredients'],1
845ada639f,['variante_permutation'],1
845c5f504a,['variante_ingredients'],1
845d14799d,['variante_ingredients'],1
845d22f576,['variante_ingredients'],1
845d68434a,['variante_principale'],1
845d6dfc00,['variante_ingredients'],1
84622cc82e,['variante_permutation'],1
846322b72d,['variante_ingredients'],1
8464ed211b,['variante_ingredients'],1
84657dc7bc,['variante_ingredients'],1
8465c8b56b,['variante_ingredients'],1
84662af284,['variante_ingredients'],1
8466f415d9,['variante_permutation'],1
846c564b5f,['variante_ingredients'],1
846cb7cb9e,['variante_ingredients'],1
846f6508e8,['variante_ingredients'],1
846fbe432d,['variante_ingredients'],1
847286ab6c,['variante_permutation'],1
8472a37265,['variante_ingredients'],1
8472ae1ca3,['variante_permutation'],1
847449a151,['variante_principale'],1
8476204c1f,['variante_ingredients'],1
84851827ec,['variante_ingredients'],1
8485955746,['variante_ingredients'],1
848d3cd6b3,"['variante_ingredients', 'variante_permutation']",2
848e72f776,['variante_ingredients'],1
848f2dde10,"['variante_ingredients', 'variante_permutation']",2
848fdf57e4,['variante_permutation'],1
8490747989,['variante_ingredients'],1
84938c106a,['variante_ingredients'],1
8494f7fe8e,['variante_ingredients'],1
84969fbd64,['variante_principale'],1
8497e374b5,['variante_ingredients'],1
8498e6b9e0,['variante_principale'],1
849b064035,['variante_ingredients'],1
849bd7ecac,['variante_ingredients'],1
849fe7b4ed,['variante_ingredients'],1
84a00ed6d5,['variante_principale'],1
84a6d85f25,['variante_ingredients'],1
84a96acbb9,['variante_ingredients'],1
84a97b7ad8,['variante_principale'],1
84a9e247b3,['variante_ingredients'],1
84a9f3afad,['variante_ingredients'],1
84aaefa3d1,['variante_ingredients'],1
84acf78c9a,['variante_principale'],1
84ada67f78,['variante_ingredients'],1
84ae6ca11b,['variante_principale'],1
84b1d416bf,['variante_principale'],1
84b1e5cb81,['variante_ingredients'],1
84b389a5ce,['variante_ingredients'],1
84b45c029e,['variante_ingredients'],1
84b54a710e,['variante_principale'],1
84b6a243d4,['variante_ingredients'],1
84b72ed423,['variante_principale'],1
84bcb869cd,['variante_ingredients'],1
84bd56b0d8,['variante_ingredients'],1
84bea9ab7a,['variante_ingredients'],1
84c2df1507,['variante_ingredients'],1
84c4272478,"['variante_ingredients', 'variante_permutation']",2
84c440a45a,['variante_principale'],1
84ca01cc70,"['variante_ingredients', 'variante_permutation']",2
84caaeea01,['variante_ingredients'],1
84cc61e45e,['variante_principale'],1
84cccb04f4,['variante_ingredients'],1
84cd70edd3,['variante_ingredients'],1
84ce7cd86d,['variante_ingredients'],1
84ceeab351,['variante_ingredients'],1
84cf6bd836,['variante_ingredients'],1
84d258c5b5,['variante_principale'],1
84d380b225,['variante_ingredients'],1
84d38fb1d3,['variante_ingredients'],1
84d4a575a5,['variante_ingredients'],1
84d4b1d2cd,['variante_ingredients'],1
84d7560c1d,['variante_ingredients'],1
84d8db4476,['variante_ingredients'],1
84dca6d9d8,['variante_ingredients'],1
84dd69dfd2,['variante_principale'],1
84e3712b27,['variante_ingredients'],1
84e44f6123,['variante_principale'],1
84e512baf1,['variante_principale'],1
84e5a15e22,['variante_ingredients'],1
84e99fd357,['variante_ingredients'],1
84ebd2bfc5,['variante_ingredients'],1
84ed27ba7d,['variante_ingredients'],1
84ee2a64be,['variante_ingredients'],1
84ef5c2efb,"['variante_ingredients', 'variante_permutation']",2
84f1e0279a,['variante_ingredients'],1
84f451c5e0,['variante_ingredients'],1
84f5d31e56,['variante_ingredients'],1
84f636db00,['variante_ingredients'],1
84f7f44cae,['variante_ingredients'],1
84f97ecfb0,['variante_ingredients'],1
84f9a5d261,['variante_principale'],1
84fa433b69,['variante_ingredients'],1
84fe221edb,['variante_ingredients'],1
84fff56df4,['variante_ingredients'],1
85047e1e46,['variante_ingredients'],1
8505259d32,['variante_ingredients'],1
85064ad070,['variante_ingredients'],1
850711fc71,['variante_principale'],1
8507c62cc8,['variante_principale'],1
85082556fa,['variante_principale'],1
85098cf192,['variante_ingredients'],1
850d6f9100,['variante_ingredients'],1
850e88cc30,['variante_ingredients'],1
850f6f7c9f,"['variante_ingredients', 'variante_principale']",2
85124228da,['variante_ingredients'],1
8513f4f362,['variante_ingredients'],1
8514ffcc1b,['variante_ingredients'],1
851b20a513,['variante_ingredients'],1
851d9eafa9,['variante_ingredients'],1
851df328d5,['variante_principale'],1
852aaf00f0,['variante_principale'],1
852b76758b,['variante_ingredients'],1
852be00231,['variante_principale'],1
852d4613bf,['variante_principale'],1
852dee42e3,['variante_ingredients'],1
852ebcff10,['variante_ingredients'],1
852edb5751,['variante_ingredients'],1
8530cd68f7,['variante_ingredients'],1
85315641e9,['variante_ingredients'],1
853199ea0d,['variante_ingredients'],1
85327c01db,"['variante_ingredients', 'variante_permutation']",2
85338268c5,['variante_ingredients'],1
8533b6f778,['variante_principale'],1
8538cb4412,['variante_ingredients'],1
853b2fc0ee,['variante_ingredients'],1
853b36dba0,['variante_ingredients'],1
8540313775,['variante_ingredients'],1
854094f1fa,['variante_ingredients'],1
854520dc30,['variante_ingredients'],1
8546c41e12,['variante_principale'],1
854df35109,['variante_principale'],1
85515d27e3,['variante_ingredients'],1
85534f601f,['variante_principale'],1
8557b203df,['variante_ingredients'],1
8557b582b8,['variante_ingredients'],1
8557cddaea,['variante_ingredients'],1
855a2e1170,['variante_principale'],1
855ba3461c,['variante_ingredients'],1
855d7a1cbb,['variante_ingredients'],1
855dbfc946,['variante_ingredients'],1
855e2ee81c,['variante_ingredients'],1
855e944617,['variante_principale'],1
856057c01c,['variante_ingredients'],1
85608ec1cf,['variante_ingredients'],1
85617396d0,['variante_ingredients'],1
8561893f5c,['variante_ingredients'],1
85626bf90a,['variante_principale'],1
856307fbb0,['variante_ingredients'],1
8563d8bad6,['variante_permutation'],1
8564549c0c,['variante_principale'],1
8564cd4e4c,['variante_principale'],1
8568e10283,['variante_principale'],1
856c371106,['variante_principale'],1
856d1a0812,['variante_ingredients'],1
856fbee7c5,['variante_ingredients'],1
856fc354ac,['variante_ingredients'],1
857053ecf7,['variante_ingredients'],1
85710d7fca,['variante_ingredients'],1
8571853414,['variante_principale'],1
8571b47f6f,['variante_ingredients'],1
8573227840,['variante_ingredients'],1
85766df722,['variante_ingredients'],1
8576d688b3,['variante_permutation'],1
85777bf428,['variante_ingredients'],1
8578df4884,['variante_ingredients'],1
857acf6f0e,['variante_ingredients'],1
857bbc0850,['variante_ingredients'],1
857ee9d135,['variante_ingredients'],1
857fd92e37,['variante_ingredients'],1
85801c2c70,['variante_ingredients'],1
858097a44b,['variante_ingredients'],1
8587e6decc,['variante_principale'],1
85890455ca,['variante_ingredients'],1
858a46eae8,['variante_ingredients'],1
858a720220,['variante_ingredients'],1
858b45c687,['variante_ingredients'],1
858c06c456,['variante_principale'],1
8590e65461,['variante_permutation'],1
85914503f5,['variante_ingredients'],1
85969d4d49,['variante_ingredients'],1
8596e1e9f6,['variante_principale'],1
8597805c90,['variante_ingredients'],1
8597c0b198,['variante_ingredients'],1
859bbc9650,"['variante_ingredients', 'variante_principale']",2
859cd1de03,['variante_ingredients'],1
859fe1c1e2,['variante_principale'],1
85a08a0310,['variante_ingredients'],1
85a519fad3,['variante_permutation'],1
85a69fb45d,['variante_ingredients'],1
85aae3bccb,['variante_ingredients'],1
85ac39d334,['variante_ingredients'],1
85b01e759a,['variante_ingredients'],1
85b0a193dd,['variante_ingredients'],1
85b2966919,['variante_principale'],1
85b7476e7f,['variante_ingredients'],1
85b8d08156,['variante_ingredients'],1
85ba820d7a,['variante_ingredients'],1
85bb9fcf1b,['variante_principale'],1
85bc4107a7,['variante_ingredients'],1
85bc601a9c,['variante_ingredients'],1
85bf8921c2,['variante_ingredients'],1
85c2e91c6f,['variante_ingredients'],1
85c82713f4,['variante_ingredients'],1
85cefcc968,['variante_ingredients'],1
85cf1bf695,['variante_ingredients'],1
85d29fc20b,['variante_ingredients'],1
85d356171d,['variante_ingredients'],1
85d43bdd70,['variante_permutation'],1
85d61da15b,['variante_ingredients'],1
85d89d8698,['variante_ingredients'],1
85da1a54a9,['variante_ingredients'],1
85db35753a,['variante_ingredients'],1
85dc150021,['variante_ingredients'],1
85dd98c5da,['variante_principale'],1
85de9f80fa,['variante_principale'],1
85e2ebefd8,['variante_ingredients'],1
85e2fcb131,['variante_ingredients'],1
85e436956d,['variante_ingredients'],1
85e49d0fb0,['variante_principale'],1
85e789d1e6,['variante_permutation'],1
85e91ed2a3,['variante_principale'],1
85ea23fe83,['variante_principale'],1
85ea3e8940,['variante_ingredients'],1
85eabb93c3,['variante_ingredients'],1
85eb594c9e,['variante_ingredients'],1
85ebab655f,['variante_ingredients'],1
85ed015a5b,['variante_ingredients'],1
85ede3236b,['variante_ingredients'],1
85f369c849,"['variante_ingredients', 'variante_permutation']",2
85f670f12e,['variante_permutation'],1
85f6f10b9b,['variante_ingredients'],1
85f72c8351,['variante_principale'],1
85f7aaf5cb,['variante_ingredients'],1
85f7be8b1e,['variante_principale'],1
85f7f821d1,['variante_permutation'],1
85f8708751,['variante_permutation'],1
85fb9fbec0,['variante_ingredients'],1
85fc7c7b01,['variante_ingredients'],1
85fd9378b9,['variante_ingredients'],1
85fe795124,['variante_principale'],1
860777a23c,['variante_principale'],1
8607d7e8a3,['variante_ingredients'],1
86081325e0,['variante_ingredients'],1
860a3f3c2f,['variante_principale'],1
860ab0bb6e,['variante_ingredients'],1
86105bb7a1,['variante_ingredients'],1
86115d105b,['variante_ingredients'],1
8614136c54,['variante_principale'],1
8615e9999c,['variante_ingredients'],1
8616d33018,['variante_ingredients'],1
8616d5926d,['variante_ingredients'],1
861c23b919,['variante_principale'],1
861dfc57d1,['variante_principale'],1
8620244672,['variante_ingredients'],1
8623ea09d3,['variante_ingredients'],1
862421f623,['variante_ingredients'],1
8626493c5b,['variante_ingredients'],1
8628f43458,['variante_ingredients'],1
862cc7de6e,['variante_ingredients'],1
862d39caef,['variante_ingredients'],1
862d67228e,['variante_ingredients'],1
862d7cbaa2,['variante_ingredients'],1
862ecf2c5b,['variante_ingredients'],1
86329dc2db,['variante_ingredients'],1
8632ba3512,"['variante_ingredients', 'variante_permutation']",2
863480eb1a,['variante_principale'],1
86348bca5a,['variante_principale'],1
8635eb51cc,['variante_ingredients'],1
8636206b8a,['variante_ingredients'],1
8637100040,['variante_ingredients'],1
8637783461,['variante_ingredients'],1
86393baf3c,['variante_ingredients'],1
863a127c7b,['variante_permutation'],1
863c150ecd,['variante_ingredients'],1
863ea00c0e,['variante_ingredients'],1
863ed75300,['variante_principale'],1
863fda0453,['variante_ingredients'],1
8640379bb8,['variante_ingredients'],1
864092ae95,['variante_ingredients'],1
864096242e,['variante_ingredients'],1
86440aeeb8,['variante_ingredients'],1
86449bb702,['variante_ingredients'],1
86456cbf93,['variante_ingredients'],1
8645e96004,['variante_ingredients'],1
8649c0862e,['variante_ingredients'],1
8649c0b9e9,['variante_ingredients'],1
86542acdde,['variante_ingredients'],1
8654473784,['variante_ingredients'],1
8654c14386,['variante_ingredients'],1
8656e644b5,['variante_ingredients'],1
865f3e8780,['variante_ingredients'],1
8661180504,['variante_ingredients'],1
86614d0326,['variante_ingredients'],1
8662a7c080,['variante_ingredients'],1
8662d0505b,['variante_ingredients'],1
866371d63f,['variante_ingredients'],1
866573a1c2,['variante_principale'],1
8669d4d3b0,['variante_permutation'],1
866ae62d1a,['variante_ingredients'],1
866b72b109,['variante_ingredients'],1
866d80e59f,['variante_ingredients'],1
866dca57fd,['variante_ingredients'],1
866dd01be5,"['variante_ingredients', 'variante_permutation']",2
866df2d921,['variante_principale'],1
866f69e2af,['variante_ingredients'],1
867136f54d,['variante_ingredients'],1
8671fcc7ec,['variante_ingredients'],1
8676aa9dfb,['variante_ingredients'],1
867883f9e4,['variante_ingredients'],1
867b3e7f99,['variante_ingredients'],1
867c00f64b,['variante_principale'],1
867e2efe4c,['variante_ingredients'],1
867ec0bca3,['variante_ingredients'],1
867ff4d2c0,['variante_ingredients'],1
86849d77cd,['variante_ingredients'],1
8684adae16,['variante_ingredients'],1
8684af24be,['variante_ingredients'],1
86865bd5e1,['variante_ingredients'],1
868b9aef5f,['variante_ingredients'],1
868edadd09,['variante_ingredients'],1
8696c0a19d,['variante_ingredients'],1
8698d7c87e,['variante_ingredients'],1
869993dca2,['variante_permutation'],1
869cc09db2,['variante_ingredients'],1
86a05fb2da,['variante_ingredients'],1
86a0ca0a5f,"['variante_ingredients', 'variante_permutation']",2
86a1f76e8c,['variante_ingredients'],1
86a36d044a,['variante_ingredients'],1
86a401a491,['variante_ingredients'],1
86a4ab087b,['variante_ingredients'],1
86a6379a5d,['variante_ingredients'],1
86a76f2655,['variante_ingredients'],1
86ac2e8572,['variante_permutation'],1
86b154e10f,['variante_ingredients'],1
86b2c9a9da,['variante_ingredients'],1
86b324a3a8,"['variante_ingredients', 'variante_permutation']",2
86b5c08c62,['variante_principale'],1
86b67d5897,['variante_ingredients'],1
86b69a802f,['variante_ingredients'],1
86ba650e7f,['variante_ingredients'],1
86bb1949be,['variante_ingredients'],1
86bcdddc8a,['variante_ingredients'],1
86c42c1965,['variante_ingredients'],1
86c54b9e22,['variante_ingredients'],1
86c943ab7d,['variante_ingredients'],1
86cb73325c,['variante_ingredients'],1
86ccea01e8,['variante_ingredients'],1
86cd03f46c,['variante_permutation'],1
86d3a285d6,['variante_ingredients'],1
86d5de9cec,['variante_ingredients'],1
86d8b95bf0,['variante_ingredients'],1
86dc720688,['variante_ingredients'],1
86dc98340f,['variante_ingredients'],1
86de1b2606,['variante_ingredients'],1
86de57144f,['variante_principale'],1
86e28ac593,['variante_principale'],1
86e379efce,['variante_ingredients'],1
86e3c10b64,['variante_permutation'],1
86e5e4b9d4,['variante_ingredients'],1
86eb3f25ef,['variante_ingredients'],1
86ef73dffa,['variante_ingredients'],1
86ef73e4f5,['variante_ingredients'],1
86f29c8b85,['variante_ingredients'],1
86f2d96c06,['variante_ingredients'],1
86f3ce0d6b,"['variante_ingredients', 'variante_permutation']",2
86f47e1ff7,['variante_ingredients'],1
86fb6bfcef,['variante_ingredients'],1
86fcdb8d59,['variante_ingredients'],1
86fd62a05b,['variante_ingredients'],1
86feb7686f,['variante_ingredients'],1
86ff1bd653,['variante_ingredients'],1
86ff4405ec,['variante_ingredients'],1
8700e2914b,['variante_ingredients'],1
8701531b0a,['variante_ingredients'],1
87023e1a73,['variante_ingredients'],1
87070805a7,"['variante_ingredients', 'variante_permutation']",2
8707a46047,['variante_ingredients'],1
870a1aa195,['variante_ingredients'],1
870cfe2bd0,['variante_ingredients'],1
870d7026b3,['variante_ingredients'],1
87112da14f,['variante_ingredients'],1
8715fb5e5e,['variante_ingredients'],1
8717edf21a,['variante_ingredients'],1
8718d5b488,['variante_ingredients'],1
871bf87d33,['variante_ingredients'],1
871d319caf,['variante_ingredients'],1
871d934199,['variante_ingredients'],1
871ec72398,['variante_ingredients'],1
8720885959,['variante_ingredients'],1
8723f14193,['variante_ingredients'],1
8725eb05d4,['variante_ingredients'],1
8726bad1e3,['variante_ingredients'],1
8726d65c56,"['variante_ingredients', 'variante_permutation']",2
8728755550,['variante_ingredients'],1
872d979925,['variante_ingredients'],1
87324e41d8,['variante_ingredients'],1
8734ed7273,"['variante_ingredients', 'variante_permutation']",2
8736cc1255,['variante_ingredients'],1
873875f7f8,['variante_ingredients'],1
873b2621fc,['variante_ingredients'],1
873e61c2db,['variante_ingredients'],1
873f221c9f,['variante_ingredients'],1
8741dc8ba6,['variante_ingredients'],1
8748da6ae4,"['variante_ingredients', 'variante_permutation']",2
874a2f3785,['variante_ingredients'],1
874b740762,['variante_ingredients'],1
874b7cd633,['variante_ingredients'],1
874bfd5fab,['variante_ingredients'],1
874cce5928,['variante_ingredients'],1
874d27b2ab,['variante_ingredients'],1
8752914124,['variante_ingredients'],1
87539dea8e,['variante_ingredients'],1
875a53c278,['variante_ingredients'],1
8761921273,['variante_ingredients'],1
87658ffdbd,['variante_ingredients'],1
8766fb00bf,['variante_ingredients'],1
8767b0bd13,['variante_ingredients'],1
876ebfc42e,['variante_ingredients'],1
8771abfb80,['variante_ingredients'],1
877734ed81,['variante_ingredients'],1
877ec566ba,['variante_ingredients'],1
8780844961,['variante_permutation'],1
87833fc8d1,['variante_ingredients'],1
878342d456,['variante_ingredients'],1
87852e6b3d,['variante_ingredients'],1
87853fbcad,['variante_ingredients'],1
87882f2281,['variante_ingredients'],1
878c0c3ac8,['variante_ingredients'],1
87998ec855,['variante_principale'],1
879d42284b,['variante_ingredients'],1
879ea47380,['variante_ingredients'],1
879ffff563,['variante_ingredients'],1
87a0e608d9,['variante_ingredients'],1
87a35d16c1,['variante_ingredients'],1
87a4ad9bcb,['variante_ingredients'],1
87a4e0495c,['variante_ingredients'],1
87aa427ecf,['variante_ingredients'],1
87aa8ec6d2,['variante_ingredients'],1
87aaea4a24,['variante_ingredients'],1
87ab85c6c5,['variante_ingredients'],1
87ac715237,['variante_ingredients'],1
87ad998551,['variante_ingredients'],1
87b3226fcf,['variante_ingredients'],1
87b7a56fa0,['variante_ingredients'],1
87bcb02fe8,['variante_ingredients'],1
87bce2be85,['variante_ingredients'],1
87be0f6c62,['variante_ingredients'],1
87c4c85ae4,['variante_ingredients'],1
87c6beacd5,['variante_ingredients'],1
87caf342f3,['variante_principale'],1
87cdffa69f,['variante_ingredients'],1
87d1474c7e,['variante_ingredients'],1
87d203b86d,['variante_principale'],1
87d2260f3b,['variante_principale'],1
87d509035c,['variante_ingredients'],1
87d7f696a3,['variante_ingredients'],1
87e2039b17,['variante_ingredients'],1
87e63e75e3,['variante_ingredients'],1
87e7a37181,['variante_ingredients'],1
87ed1fa024,['variante_ingredients'],1
87ed245db8,['variante_ingredients'],1
87ee1696fb,['variante_ingredients'],1
87eec6cafa,['variante_permutation'],1
87f2d051ab,['variante_ingredients'],1
87f6ae9cab,['variante_ingredients'],1
87f92579a9,['variante_principale'],1
87f94c3065,['variante_ingredients'],1
87fb461957,['variante_ingredients'],1
87fb864069,['variante_ingredients'],1
87fbc6714f,['variante_principale'],1
87fd970b18,['variante_ingredients'],1
880327279b,['variante_ingredients'],1
8803957fad,['variante_ingredients'],1
88043e47df,['variante_principale'],1
880c73a89f,['variante_ingredients'],1
880ffd91dc,['variante_ingredients'],1
8810b017be,['variante_principale'],1
88182a3413,['variante_ingredients'],1
8818b7529e,['variante_ingredients'],1
881ac87f2d,['variante_ingredients'],1
881b794f3c,['variante_ingredients'],1
881e949beb,['variante_ingredients'],1
881f543dbd,['variante_principale'],1
8823546df9,['variante_ingredients'],1
882556c17d,['variante_principale'],1
882593cac5,['variante_ingredients'],1
8826412d70,['variante_ingredients'],1
88268a5c1e,['variante_ingredients'],1
88287d9344,['variante_ingredients'],1
882cab6c1e,['variante_ingredients'],1
883088eb79,['variante_principale'],1
88334fe9b9,['variante_ingredients'],1
8834536038,['variante_ingredients'],1
8836456510,['variante_principale'],1
88374e84f3,['variante_ingredients'],1
883939eff4,['variante_principale'],1
883a30d818,['variante_ingredients'],1
883bec9576,['variante_ingredients'],1
88421fdc96,['variante_permutation'],1
8842aecefe,['variante_ingredients'],1
8847029c2b,['variante_ingredients'],1
884895ff31,['variante_ingredients'],1
884c0b1110,['variante_ingredients'],1
884e4f2ca9,['variante_ingredients'],1
884f8a3b9c,['variante_principale'],1
885021f9bb,['variante_ingredients'],1
8852985cbb,['variante_ingredients'],1
885a66031c,['variante_ingredients'],1
885b086823,['variante_ingredients'],1
885b80e99b,['variante_ingredients'],1
885b83bf5e,['variante_permutation'],1
885c6dacb7,['variante_ingredients'],1
886143d753,['variante_ingredients'],1
8865f93c2a,"['variante_ingredients', 'variante_permutation']",2
8866416979,['variante_ingredients'],1
8867bdada9,['variante_principale'],1
8868b64b52,['variante_ingredients'],1
886abcaba8,['variante_ingredients'],1
886b7cccb8,['variante_permutation'],1
886d7b7508,['variante_ingredients'],1
886ed8601c,['variante_ingredients'],1
886fef42cb,['variante_ingredients'],1
8870612a95,['variante_ingredients'],1
88712b5561,['variante_ingredients'],1
8873f32be4,['variante_ingredients'],1
88791cd7a1,['variante_ingredients'],1
88795bd116,['variante_ingredients'],1
88798ec508,['variante_ingredients'],1
887a301bd5,['variante_ingredients'],1
8882a5b367,['variante_ingredients'],1
8883cf25c4,['variante_ingredients'],1
888a35b10e,['variante_principale'],1
888e7133bc,['variante_ingredients'],1
8893997bce,['variante_ingredients'],1
889814d0e6,['variante_ingredients'],1
889aef5864,['variante_ingredients'],1
889ed2ba40,['variante_ingredients'],1
889f07a369,"['variante_ingredients', 'variante_permutation']",2
88a09d1c3a,['variante_ingredients'],1
88a3f62594,['variante_ingredients'],1
88a5164759,['variante_ingredients'],1
88a775f07b,['variante_ingredients'],1
88a9015228,['variante_ingredients'],1
88a948f3d5,['variante_ingredients'],1
88a9b99a51,['variante_ingredients'],1
88abd4b329,['variante_principale'],1
88acde1f81,['variante_ingredients'],1
88b11a4b4f,['variante_ingredients'],1
88b3f415be,['variante_principale'],1
88c0fbea48,['variante_ingredients'],1
88c968db35,['variante_ingredients'],1
88cecee87a,['variante_ingredients'],1
88d07e0668,"['variante_ingredients', 'variante_principale']",2
88d11187ca,['variante_ingredients'],1
88d4dd9752,['variante_ingredients'],1
88d5dfeffb,['variante_ingredients'],1
88d85fe2af,['variante_ingredients'],1
88d93c6117,['variante_ingredients'],1
88db0b5a58,['variante_ingredients'],1
88db7c173a,['variante_permutation'],1
88dbee235c,['variante_ingredients'],1
88dea00d59,['variante_permutation'],1
88e0ef00f2,['variante_ingredients'],1
88e16881da,['variante_ingredients'],1
88e3522069,['variante_principale'],1
88e3bf2535,['variante_principale'],1
88e47b0216,['variante_ingredients'],1
88e48f1ee5,['variante_ingredients'],1
88e49cdae7,['variante_ingredients'],1
88e55c5bd3,['variante_ingredients'],1
88e69dd007,['variante_principale'],1
88ec3f131b,['variante_ingredients'],1
88ee96db62,['variante_ingredients'],1
88ef822a64,['variante_principale'],1
88f01bf165,['variante_ingredients'],1
88f08f08bd,['variante_ingredients'],1
88f12acb39,['variante_ingredients'],1
88f3aeb722,['variante_ingredients'],1
88f3e9a650,['variante_ingredients'],1
88f7100c4c,['variante_ingredients'],1
89011b6f90,['variante_principale'],1
890315a522,['variante_principale'],1
8905d06286,['variante_ingredients'],1
8906dd8448,['variante_ingredients'],1
890aa7fadf,['variante_principale'],1
890adb3565,['variante_ingredients'],1
890bbdd10a,['variante_ingredients'],1
891123136b,['variante_ingredients'],1
89159342da,['variante_ingredients'],1
89199bb18f,['variante_ingredients'],1
891a7e2cd7,['variante_ingredients'],1
891abe8f8f,['variante_principale'],1
891ae79a50,['variante_ingredients'],1
892173968f,['variante_ingredients'],1
8925094f85,['variante_ingredients'],1
892847667c,['variante_ingredients'],1
8928c16ad1,['variante_ingredients'],1
8929e5e9f8,['variante_permutation'],1
8931070be9,['variante_ingredients'],1
8931f44f5d,['variante_principale'],1
893301ea19,['variante_permutation'],1
8933b3ac78,['variante_principale'],1
8938dd08de,['variante_ingredients'],1
893a89a657,['variante_ingredients'],1
893bb7cffa,['variante_ingredients'],1
8943a59658,['variante_ingredients'],1
8944f069ea,['variante_ingredients'],1
894539c2ee,['variante_principale'],1
89465d41f0,['variante_ingredients'],1
89520eeec2,['variante_ingredients'],1
895249342f,['variante_principale'],1
8954f573ec,['variante_permutation'],1
895a61419d,['variante_principale'],1
895b532be2,['variante_permutation'],1
895d42e78d,['variante_principale'],1
895ee52f84,['variante_ingredients'],1
895f8338ae,['variante_ingredients'],1
895fcae88f,['variante_ingredients'],1
896112f1af,['variante_ingredients'],1
896356cc88,['variante_ingredients'],1
89639eb0f6,['variante_ingredients'],1
8964a38d48,['variante_ingredients'],1
896c78217d,"['variante_ingredients', 'variante_permutation']",2
8970225bbc,['variante_ingredients'],1
8971b5257f,['variante_permutation'],1
89732821d0,['variante_ingredients'],1
897cf39f6b,['variante_ingredients'],1
89817e0f4f,['variante_ingredients'],1
8984320ba7,['variante_ingredients'],1
898700a372,['variante_ingredients'],1
8988c40a4f,['variante_ingredients'],1
898a42397c,['variante_ingredients'],1
898aff8582,['variante_ingredients'],1
898cbe3526,['variante_ingredients'],1
898d970ac6,['variante_ingredients'],1
898e1757b1,['variante_ingredients'],1
89922ff2bd,['variante_ingredients'],1
899300c4ed,['variante_principale'],1
8994237e45,['variante_ingredients'],1
8995a5653f,"['variante_ingredients', 'variante_permutation']",2
8997c36204,['variante_principale'],1
899bb8e2e5,['variante_ingredients'],1
899fcd427f,['variante_ingredients'],1
89a02660dc,['variante_ingredients'],1
89a1ca5f46,['variante_ingredients'],1
89a2b0283b,['variante_principale'],1
